Full_Name,First_Name,Last_Name,Gender,Date_of_Birth,Hire_Date,Email,Age,Experience_Years,City,Job_Title,Marital_Status,Education_Level,Salary
Abdelrahman Ashraf,Abdelrahman,Ashraf,M,08/12/1998,04/02/2021,aashraf@gmail.com,27.0,4,"Berlin, Germany",Dentist,Single,Masters,5133.92 USD
Dina Tamer,Dina,Tamer,F,1996/07/27,2016/06/05,dtamer@gmail.com,29.0,9,"Mexico City, Mexico",Data Scientist,Unknown,Masters,85494.0 AUD
Sara Hossam,Sara,Hossam,F,1979/05/27,1999/06/07,shossam@gmail.com,46.0,26,"Moscow, Russia",Mechanical Engineer,Married,Diploma,8988.0 EUR
Fatima Latif,Fatima,Latif,F,11/21/1989,10/22/2013,fatima.latif@gmail.com,36.0,12,"Dammam, KSA",Civil Engineer,Married,Diploma,125330.0 EUR
Lobna Fouad,Lobna,Fouad,F,06/16/1975,01/03/1995,lobna.fouad@gmail.com,50.0,31,"Riyadh, KSA",Enginere,Unknown,Bachelor,10265.83 GBP
Ashraf Tarek,Ashraf,Tarek,M,09-02-1966,12-08-2022,atarek@gmail.com,,3,"Sydney, Australia",Doctor,Married,B.Sc.,4963.75 JPY
Mariam Zaki,Mariam,Zaki,F,1994/06/03,2016/04/02,mariam.zaki@gmail.com,31.0,9,"Beijing, China",#Pharmacist,Unknown,Diploma,99507.0 USD
Hossam Hassan,Hossam,Hassan,M,05-10-1996,23-10-2023,hhassan@gmail.com,29.0,2,"Dammam, KSA",lawyer,M,Diploma,58292.0 AUD
Tamer Hussein#,Tamer,Hussein,M,19-04-1972,21-02-2007,thussein@gmail.com,53.0,18,"Doha, Qatar",Architect,Single,High School,148376.0 EUR
Khalil Tawfik,Khalil,Tawfik,M,1999/06/01,2019/03/28,khalil.tawfik@gmail.com,26.0,6,"Buenos Aires, Argentina",Graphic Designer,Married,B.Sc.,75213.0 EUR
Nader Mostafa,Nader,Mostafa,M,11/26/2007,04/14/2025,nader.mostafa@gmail.com,,0,"Muscat, Oman",Sales Manager,Married,High School,
Lina Mohamed,Lina,Mohamed,F,04-05-1998,05-06-2018,lina.mohamed@gmail.com,27.0,7,"Paris, France",Civil Engineer,Married,B.Sc.,93943.0 EUR
Dina Abdelrahman,Dina,Abdelrahman,F,04/28/1973,02/26/2017,dabdelrahman@gmail.com,52.0,8,"Mexico City, Mexico",Graphic Designer,M,M.Sc.,6534.25 EGP
Medhat Hamza,Medhat,Hamza,M,07/27/1984,09/29/2013,medhat.hamza@gmail.com,41.0,12,"Muscat, Oman",Mechanical Enginear,Married,High School,10318.0 GBP
Ruqayya Eslam,Ruqayya,Eslam,F,1986/07/12,2023/02/22,reslam@gmail.com,39.0,2,"Dammam, KSA",Pharmacist,Single,B.Sc.,57461.0 AUD
Kareem Ramy,Kareem,Ramy,M,2003/02/28,2025/06/09,kramy@gmail.com,22.0,0,"Paris, France",dATA scIentISt,Married,Masters,
Hatem Ziad,Hatem,Ziad,M,27-01-1968,15-03-2016,hziad@gmail.com,,9,"Alexandria, Egypt",Enginear,Married,M.Sc.,6439.58 GBP
Ashraf Waleed,Ashraf,Waleed,M,09/17/1968,10/07/1990,ashraf.waleed@gmail.com,,35,"Toronto, Canada",Nurse,Married,High School,133328.0 EUR
Rafik Sami,Rafik,Sami,M,1997/09/24,2020/02/19,rafik.sami@gmail.com,28.0,5,"Kuwait City, Kuwait",Graphic Designer,S,B.Sc.,93831.0 GBP
Hossam Nabil,Hossam,Nabil,M,1976/02/08,2001/10/27,hnabil@gmail.com,49.0,24,"Jeddah, KSA",Sales Maneger,Unknown,Diploma,12273.75 EUR
Sahar Omar,Sahar,Omar,F,11/03/2002,10/20/2025,somar@gmail.com,23.0,0,"Dubai, UAE",Data Scientist,Married,M.Sc.,
Lina Amr,Lina,Amr,F,1989/08/07,2011/12/30,lina.amr@gmail.com,36.0,14,"Tokyo, Japan",Teacher,Single,BS,128984.0 EUR
Kamal Hassan,Kamal,Hassan,M,01/04/1979,01/13/2004,khassan@gmail.com,46.0,22,"Doha, Qatar",Dentist,Single,Masters,106535.0 GBP
Wafaa Sami,Wafaa,Sami,F,07-01-1967,01-07-2020,wsami@gmail.com,,5,"Jeddah, KSA",Data Scientist,Single,Bachelor,6895.25 CAD
Amal Khalil,Amal,Khalil,F,09/18/2002,11/08/2024,akhalil@gmail.com,23.0,1,"Beijing, China",Data Scinetist,Single,High School,
Samar Zaki,Samar,Zaki,F,20-08-1987,16-04-2006,samar.zaki@gmail.com,38.0,19,"Cape Town, South Africa",ArcHiTecT,Single,B.Sc.,9554.83 JPY
Lobna Ayman,Lobna,Ayman,F,02-07-1997,29-06-2015,lobna.ayman@gmail.com,28.0,10,"Los Angeles, USA",Nurse,Single,Bachelor,12463.0 CAD
Latif Tarek,Latif,Tarek,M,2005/02/25,2025/03/31,latif.tarek@gmail.com,20.0,0,"Buenos Aires, Argentina",Business Analist,Unknown,M.Sc.,
Maha Wahid,Maha,Wahid,F,18-07-2001,01-04-2024,maha.wahid@gmail.com,24.0,1,"Sydney, Australia",dentist,Married,B.Sc.,
 Abdullah Hussein ,Abdullah,Hussein,M,10/13/2002,07/22/2023,ahussein@gmail.com,23.0,2,"Muscat, Oman",Engineer,Married,B.Sc.,5832.5 CAD
Dina Mounir,Dina,Mounir,F,1987/02/24,2022/08/04,dmounir at gmail.com,38.0,3,"Kuwait City, Kuwait",Business Analyist,Married,PhD,5674.42 USD
Menna Ahmed,Menna,Ahmed,F,09/26/1989,03/01/2012,MAHMED@GMAIL.COM,36.0,13,"Dubai, UAE",Sales Manager,Married,Masters,106769.0 CAD
Abdullah Hesham,Abdullah,Hesham,M,11/17/1981,10/14/2006,abdullah.hesham@gmail.com,44.0,19,"Mumbai, India",Graphic Designer,Single,High School,127143.0 JPY
Lina Tamer,Lina,Tamer,F,07/24/1980,06/27/2000,lina.tamer@gmail.com,45.0,25,"Seoul, South Korea",Financial Analyst,Single,Bachelor,105396.0 EGP
Hussein Ziad,Hussein,Ziad,M,2004/06/23,2026/01/15,hziad@gmail.com,21.0,0,"Alexandria, Egypt",nuRSe,,Bachelor,
Amira Osama,Amira,Osama,F,04/21/2006,01/27/2025,amira.osama@gmail.com,,1,"Jeddah, KSA",architect,Married,Masters,
Jamal Ali,Jamal,Ali,M,28-09-1990,27-06-2021,jamal.ali@gmail.com,35.0,4,"Sydn3y, Austr@li@",nurse,Single,M.Sc.,53248.0 CAD
Abdullah Hamza,Abdullah,Hamza,M,1991/08/23,2017/02/05,ahamza@gmail.com,34.0,9,"Cairo, Egypt",Graphic Designer,Married,Bachelor,94699.0 CAD
Osama Hussein,Osama,Hussein,M,19-06-1999,23-04-2024,osama.hussein@gmail.com,26.0,1,"Sydney, Australia",Sales Manager,Married,PhD,
Mounir Mahmoud,Mounir,Mahmoud,M,04/09/1979,08/10/2021,mmahmoud@gmail.com,46.0,4,"New York, USA",Software Developer,M,Bachelor,4610.17 USD
Galal Bassem,Galal,Bassem,M,10/10/2001,02/14/2022,galal.bassem@gmail.com,24.0,4,"Sydney, Australia",Dentist,Married,Bachelor,53688.0 USD
Nada Waleed,Nada,Waleed,F,03-01-1972,19-04-2025,nada.waleed@gmail.com,53.0,0,"Seoul, South Korea",Civil Engineer,,B.Sc.,
Abdelrahman Youssef,Abdelrahman,Youssef,M,23-08-2007,13-07-2025,abdelrahman.youssef@gmail.com,,0,"São Paulo, Brazil",mechanical engineer,,M.Sc.,
Nour Rafik,Nour,Rafik,F,10/04/1999,02/24/2020,nrafik@gmail.com,26.0,5,"Mexico City, Mexico",financial analyst,Married,M.Sc.,7675.42 CAD
Sherif Sherif,Sherif,Sherif,M,1994/09/04,2024/08/03,sherif.sherif@gmail.com,31.0,1,"Seoul, South Korea",sales manager,Single,B.Sc.,
Hala Ashraf,Hala,Ashraf,F,24-12-1978,06-11-2006,hala.ashraf@gmail.com,47.0,19,"Mansoura, Egypt",Financial Analyst,Single,High School,143239.0 AUD
Asmaa Omar,Asmaa,Omar,F,07-07-1976,20-11-2016,asmaa.omar@gmail.com,49.0,9,"Mumbai, India",mechanical engineer,Single,B.Sc.,84846.0 AUD
Tawfik Tarek,Tawfik,Tarek,M,06-12-1969,30-03-2022,ttarek@gmail.com,,3,"Rabat, Morocco",acCOUnTANt,Single,PhD,5069.83 JPY
Yahya Mostafa,Yahya,Mostafa,M,2007/04/18,2025/12/04,yahya.mostafa@gmail.com,,0,"Istanbul, Turkey",Software Developer,Single,BS,
Khadija Galal,Khadija,Galal,F,02-02-1969,17-09-2019,khadija.galal@gmail.com,,6,"Buenos Aires, Argentina",Sales Manager,Single,Diploma,99626.0 EUR
Mohamed Omar,Mohamed,Omar,M,09-08-1980,13-11-1998,mohamed.omar@gmail.com,45.0,27,"New York, USA",FINANCIAL ANALYIST,Married,High School,10576.92 USD
Wael Fouad,Wael,Fouad,M,1965/10/23,2009/01/27,wfouad@gmail.com,,17,"Mansoura, Egypt",Doctor,Single,BS,12211.83 GBP
Hossam Zaki,Hossam,Zaki,M,09/05/1982,04/12/2024,hossam.zaki@gmail.com,43.0,1,"São Paulo, Brazil",Nurse,Single,BS,
Nour Ibrahim,Nour,Ibrahim,F,1969/09/04,2004/09/15,nibrahim@gmail.com,,21,"Kuwait City, Kuwait",Doctor,Single,Bachelor,8363.25 CAD
Aisha Abdelrahman,Aisha,Abdelrahman,F,15-10-1979,03-05-2020,aisha.abdelrahman@gmail.com,46.0,5,"Paris, France",Graphic Designer,Single,High School,7767.42 CAD
Yasmeen Fady,Yasmeen,Fady,F,2001/02/04,2021/04/16,yfady@gmail.com,24.0,4,"Sydney, Australia",Data Scientist,Married,B.Sc.,53208.0 USD
Hossam Hany,Hossam,Hany,M,09/25/1976,03/26/2020,HOSSAM.HANY@GMAIL.COM,49.0,5,"Rabat, Morocco",LAWYER,Married,Bachelor,7941.67 GBP
Hamza Kamal,Hamza,Kamal,M,2006/06/26,2026/01/04,hkamal@gmail.com,,0,"Buenos Aires, Argentina",DATA SCIENTIST,Single,Masters,
Amr Osama,Amr,Osama,M,04/06/1968,09/18/1989,amr.osama@gmail.com,,36,"Paris, France",Engineer,Single,Bachelor,8931.33 EGP
Hala Kamal,Hala,Kamal,F,02/24/2005,12/23/2023,hkamal@gmail.com,20.0,2,"Alexandria, Egypt",Graphic Designer,Single,BS,66352.0 JPY
Hassan Eslam,Hassan,Eslam,M,25-03-1984,12-09-2017,hassan.eslam@gmail.com,41.0,8,"Sydney, Australia",Civil Enginere,Single,M.Sc.,84663.0 AUD
Ghada Jamal,Ghada,Jamal,F,07/17/1966,08/28/2013,ghada.jamal at gmail.com,,12,"Beirut, Lebanon",Graphic Designer,Single,M.Sc.,8896.33 EGP
Tarek Waleed,Tarek,Waleed,M,28-05-2001,29-09-2021,twaleed@gmail.com,24.0,4,"Alexandria, Egypt",LAWYER,Single,Diploma,64934.0 AUD
Sahar Mahmoud,Sahar,Mahmoud,F,13-02-1971,04-12-2005,sahar.mahmoud@gmail.com,54.0,20,"C@iro, Egypt",Pharmacist,Married,High School,137937.0 EUR
Hala Sherif,Hala,Sherif,F,1978/01/17,2015/06/29,hsherif at gmail.com,47.0,10,"Los Angeles, USA",Financial Analyst,Unknown,Diploma,123746.0 GBP
Ayman Ibrahim,Ayman,Ibrahim,M,1997/07/25,2018/02/10,ayman.ibrahim@gmail.com,28.0,8,"Abu Dhabi, UAE",sales manager,Single,PhD,77859.0 EGP
Ayman Hesham,Ayman,Hesham,M,06-09-1995,15-12-2024,ayman.hesham@gmail.com,30.0,1,"Berlin, Germany",Financial Analyst,Married,BS,
Ayman Wahid,Ayman,Wahid,M,1971/04/06,2006/08/03,ayman.wahid@gmail.com,54.0,19,"London, UK",Graphic Designer,M,B.Sc.,101603.0 JPY
Ayman Ziad,Ayman,Ziad,M,03/11/1987,11/12/2012,ayman.ziad@gmail.com,38.0,13,"Seoul, South Korea",Electrical Engeneer,Single,High School,141874.0 JPY
Abdelrahman Ihab,Abdelrahman,Ihab,M,06-02-2003,08-07-2024,abdelrahman.ihab@gmail.com,22.0,1,"Dammam, KSA",Pharmacist,Married,High School,
Sami Mohamed,Sami,Mohamed,M,1987/03/05,2023/12/01,sami.mohamed@gmail.com,38.0,2,"London, UK",Financial Analyst,Married,Diploma,52768.0 GBP
Khadija Jamal,Khadija,Jamal,F,01/09/1987,05/26/2020,khadija.jamal@gmail.com,38.0,5,"Buenos Aires, Argentina",Doctor,Married,BS,71084.0 EUR
Dina Amr,Dina,Amr,F,12/16/1991,11/21/2020,dina.amr@gmail.com,34.0,5,"Tokyo, Japan",Software Developper,Single,BS,6545.5 EGP
Mariam Zaki,Mariam,Zaki,F,07/15/1992,06/21/2019,mzaki@gmail.com,33.0,6,"Doha, Qatar",Civil Engineer,Single,B.Sc.,6566.58 EUR
Esraa Ibrahim,Esraa,Ibrahim,F,1993/07/21,2024/06/21,eibrahim@gmail.com,32.0,1,"Cape Town, South Africa",Pharmacist,Married,B.Sc.,
Maged Latif&,Maged,Latif,M,01-10-1990,27-05-2020,maged.latif@gmail.com,35.0,5,"Beirut, Lebanon",Docteur,Single,Diploma,5944.42 JPY
Radwa Sami,Radwa,Sami,F,1985/11/12,2017/04/24,rsami@gmail.com,40.0,8,"Mumbai, India",Pharmacist,,Masters,5955.17 AUD
Jamal Kamal,Jamal,Kamal,M,16-05-1981,10-01-2015,jkamal@gmail.com,44.0,11,"Mumbai, India",Electrical Enginear,Married,Diploma,127792.0 AUD
Salma Khalil,Salma,Khalil,F,14-11-1998,11-03-2021,salma.khalil@gmail.com,27.0,4,"Sydney, Australia",Accountant,Married,Bachelor,4954.83 EGP
Amr Youssef,Amr,Youssef,M,03/28/1989,11/12/2014,amr.youssef at gmail.com,36.0,11,"Beirut, Lebanon",NURSE,Married,BS,10384.08 EGP
Aisha Maged,Aisha,Maged,F,07/07/1988,09/15/2018,aisha.maged@gmail.com,37.0,7,"Istanbul, Turkey",FINaNcIAl anALYST,M,PhD,6959.25 EUR
Yahya Fady,Yahya,Fady,M,08/01/1989,03/01/2012,yahya.fady@gmail.com,36.0,13,"Abu Dhabi, UAE",phArmaCisT,Unknown,Masters,138189.0 GBP
Menna Ramy,Menna,Ramy,F,04/03/2001,01/10/2026,mramy@gmail.com,24.0,0,"Amman, Jordan",Pharmacist,Single,Masters,
Hassan Latif,Hassan,Latif,M,05/21/2001,07/21/2024,HASSAN.LATIF@GMAIL.COM,24.0,1,"Berlin, Germany",Software Developer,Single,BS,
Khadija Wael,Khadija,Wael,F,1982/11/03,2021/08/23,KHADIJA.WAEL@GMAIL.COM,43.0,4,"Toronto, Canada",sales manager,Single,Bachelor,69786.0 AUD
Nada Ziad*,Nada,Ziad,F,1989/10/22,2012/10/14,nada.ziad@gmail.com,36.0,13,"Mumbai, India",Engineer,S,PhD,127213.0 CAD
Sara Ashraf,Sara,Ashraf,F,01/10/1993,04/29/2014,sara.ashraf@gmail.com,32.0,11,"Buenos Aires, Argentina",Business Analyst,Married,Bachelor,9665.42 JPY
Amira Hesham,Amira,Hesham,F,08/13/2007,11/13/2025,ahesham@gmail.com,,0,"Amman, Jordan",Architect,M,High School,
Fady Ali,Fady,Ali,M,2005/07/12,2024/09/27,fali@gmail.com,20.0,1,"Muscat, Oman",ArCHItECT,S,Diploma,
Amira Fouad,Amira,Fouad,F,12/25/1975,05/31/2016,amira.fouad@gmail.com,50.0,9,"Mumbai, India",nurse,Married,Masters,7739.83 AUD
Amr Mostafa,Amr,Mostafa,M,10/22/1983,12/30/2021,amr.mostafa@gmail.com,42.0,4,"Rabat, Morocco",Sales Manager,Married,Masters,62565.0 EGP
Zainab Hesham,Zainab,Hesham,F,11/02/2002,02/02/2022,zainab.hesham@gmail.com,23.0,4,"Mansoura, Egypt",AccOunTaNT,Married,BS,67413.0 AUD
Zaki Hany,Zaki,Hany,M,04/17/2002,02/06/2021,zaki.hany@gmail.com,23.0,5,"Los Angeles, USA",Enginear,Married,BS,7128.08 EUR
Yasmeen Hatem,Yasmeen,Hatem,F,1982/06/26,2021/06/26,yhatem@gmail.com,43.0,4,"Beijing, China",pHArmAcISt,Married,BS,4417.5 EGP
Ziad Hassan,Ziad,Hassan,M,05/09/2002,06/17/2024,ziad.hassan@gmail.com,23.0,1,"Paris, France",lawyer,Single,Bachelor,
Reem Ali,Reem,Ali,F,01/27/1983,07/27/2005,rali@gmail.com,42.0,20,"Mumbai, India",Teecher,Married,BS,12407.75 GBP
Hassan Bassem,Hassan,Bassem,M,1989/01/16,2012/08/07,hassan.bassem@gmail.com,36.0,13,"Abu Dhabi, UAE",Pharmacist,Married,Bachelor,10248.08 JPY
Khaled Mounir,Khaled,Mounir,M,1972/01/22,2016/03/19,khaled.mounir@gmail.com,53.0,9,"Cape Town, South Africa",Electrical Engineer,M,Bachelor,99845.0 EGP
Fady Fady,Fady,Fady,M,1973/08/27,2006/03/21,fady.fady@gmail.com,52.0,19,"Moscow, Russia",Civil Engineer,Married,Bachelor,145264.0 EUR
Wael Zaki,Wael,Zaki,M,1967/08/25,2014/10/01,wael.zaki@gmail.com,,11,"Cairo, Egypt",sales manger,Married,PhD,128274.0 USD
Samar Kareem,Samar,Kareem,F,07/08/1991,01/10/2010,skareem@gmail.com,34.0,16,"Cape Town, South Africa",Electrical Enginere,Single,Masters,146429.0 JPY
Nader Fouad,Nader,Fouad,M,09/13/1980,02/11/2004,nader.fouad@gmail.com,45.0,22,"Tokyo, Japan",Lawyer,Married,BS,9313.58 EUR
Dina Ayman,Dina,Ayman,F,05/23/1973,03/28/2025,dina.ayman@gmail.com,52.0,0,"Abu Dhabi, UAE",Civil Engineer,Married,Masters,
Ibrahim Kamal,Ibrahim,Kamal,M,12/07/1986,08/23/2004,ikamal@gmail.com,39.0,21,"Abu Dhabi, UAE",Doctor,,PhD,10851.92 JPY
Reem Bassem,Reem,Bassem,F,1978/10/13,2023/11/04,reem.bassem@gmail.com,47.0,2,"Beijing, China",Civil Engineer,Single,BS,67105.0 AUD
 Waleed Ramy ,Waleed,Ramy,M,02/19/1981,11/25/2008,waleed.ramy@gmail.com,44.0,17,"Mansoura, Egypt",Doctor,S,PhD,102932.0 AUD
Hanan Nabil,Hanan,Nabil,F,22-10-2003,19-01-2023,hanan.nabil@gmail.com,22.0,3,"Tokyo, Japan",Mechanical Engineer,Single,High School,62648.0 JPY
Ahmed Ramy,Ahmed,Ramy,M,17-07-1970,28-12-2014,ahmed.ramy@gmail.com,55.0,11,"Dubai, UAE",Teachr,Single,Bachelor,100845.0 JPY
Sana Nader,Sana,Nader,F,10/24/1999,09/18/2025,snader@gmail.com,26.0,0,"Los Angeles, USA",&Teacher,Single,BS,
Heba Rafik,Heba,Rafik,F,24-05-1986,20-06-2024,heba.rafik@gmail.com,39.0,1,"Riyadh, KSA",Electrical Engineer,Married,BS,
Kamal Galal,Kamal,Galal,M,22-02-1970,12-06-2003,kamal.galal@gmail.com,55.0,22,"Berlin, Germany",Teacher,Married,B.Sc.,131845.0 EGP
Kamal Omar,Kamal,Omar,M,11-06-1996,28-01-2018,kamal.omar@gmail.com,29.0,8,"Berlin, Germany",Engineer,Single,M.Sc.,7064.58 GBP
Hossam Youssef,Hossam,Youssef,M,02/10/1985,08/31/2011,hossam.youssef@gmail.com,40.0,14,"Los Angeles, USA",DEnTiST,Married,Bachelor,9249.67 EUR
Wael Tawfik,Wael,Tawfik,M,07/12/1997,02/10/2025,wael.tawfik@gmail.com,28.0,1,"Dubai, UAE",Architect,Married,B.Sc.,
Fatima Yahya,Fatima,Yahya,F,05-01-1977,09-07-2012,fyahya@gmail.com,48.0,13,"Los Angeles, USA",Enginear,Single,High School,11662.33 EUR
Reem Youssef,Reem,Youssef,F,21-04-2002,06-04-2024,reem.youssef@gmail.com,23.0,1,"Sharjah, UAE",Software Developer,Single,Bachelor,
Noha Mounir,Noha,Mounir,F,1986/01/18,2019/05/21,nmounir@gmail.com,39.0,6,"Cape Town, South Africa",mechanical engineer,Married,BS,7471.58 EGP
Jamal Ramy,Jamal,Ramy,M,03/08/1998,10/11/2018,jramy@gmail.com,27.0,7,"London, UK",Accountant,Single,B.Sc.,7204.42 GBP
Kareem Ahmed,Kareem,Ahmed,M,2005/09/21,2025/06/22,kareem.ahmed@gmail.com,20.0,0,"Toronto, Canada",Teacher,Married,M.Sc.,
Asmaa Abdelrahman,Asmaa,Abdelrahman,F,2005/08/18,2025/02/25,aabdelrahman@gmail.com,20.0,0,"Dubai, UAE",Architect,Married,BS,
Layla Waleed,Layla,Waleed,F,06/07/1978,05/24/2009,layla.waleed@gmail.com,47.0,16,"Moscow, Russia",eLEcTrIcAL ENGinEER,Married,Masters,132837.0 EGP
Bassem Abdullah,Bassem,Abdullah,M,13-10-1998,14-04-2024,bassem.abdullah@gmail.com,27.0,1,"Beijing, China",TEECHER,Single,High School,
Heba Yahya,Heba,Yahya,F,03-01-1979,07-12-2008,hyahya@gmail.com,46.0,17,"Muscat, Oman",Financial Analyst,Married,Masters,128618.0 GBP
Sana Hamza,Sana,Hamza,F,1999/01/16,2023/09/17,sana.hamza@gmail.com,26.0,2,"London, UK",Civil Engineer,Single,Diploma,5801.0 USD
Hamza Mostafa,Hamza,Mostafa,M,05/11/1975,09/26/2016,hmostafa@gmail.com,50.0,9,"Mumbai, India",Sales Manager,Single,BS,5999.75 USD
Kamal Wahid,Kamal,Wahid,M,08-11-1977,14-05-2001,kamal.wahid@gmail.com,48.0,24,"Mexico City, Mexico",#Docter,Single,Diploma,107067.0 GBP
Salma Wahid,Salma,Wahid,F,12/13/1992,12/03/2012,salma.wahid@gmail.com,33.0,13,"Riy@dh, KSA",Accountant,Married,BS,9513.0 EUR
Ihab Wahid,Ihab,Wahid,M,08/08/1995,07/29/2025,ihab.wahid@gmail.com,30.0,0,"Tokyo, Japan",Doctr,Single,BS,
Ayman Omar,Ayman,Omar,M,04-02-1996,23-03-2017,ayman.omar@gmail.com,29.0,8,"Istanbul, Turkey",EleCTRiCaL engineer,Single,Diploma,76437.0 EUR
Hassan Nader,Hassan,Nader,M,11/07/2000,10/17/2018,hassan.nader@gmail.com,25.0,7,"London, UK",Techer,Single,Diploma,7313.33 CAD
Ashraf Hamza,Ashraf,Hamza,M,07/27/1978,05/02/2013,ashraf.hamza@gmail.com,47.0,12,"Beirut, Lebanon",Architect,Single,PhD,10691.25 GBP
Ahmed Omar,Ahmed,Omar,M,06-11-2006,13-08-2025,ahmed.omar@gmail.com,,0,"Riyadh, KSA",Software Developer,Single,B.Sc.,
Sahar Hatem,Sahar,Hatem,F,09/17/1973,03/10/2024,shatem@gmail.com,52.0,1,"Doha, Qatar",Dentist,S,High School,
Dina Ramy,Dina,Ramy,F,1997/11/26,2018/02/26,dramy@gmail.com,28.0,7,"Bangkok, Thailand",Sales Manager,Married,BS,95326.0 AUD
Wahid Saad,Wahid,Saad,M,12/13/1971,10/18/1996,wahid.saad@gmail.com,54.0,29,"Istanbul, Turkey",Software Devloper,Married,High School,12411.83 JPY
Khaled Ashraf,Khaled,Ashraf,M,03/19/2002,12/25/2024,kashraf@gmail.com,23.0,1,"Istanbul, Turkey",Sales Manger,Married,B.Sc.,
Saad Fady,Saad,Fady,M,1968/02/22,2023/04/09,sfady@gmail.com,,2,"Toronto, Canada",Engineer,Single,Diploma,4822.0 GBP
Maha Nader,Maha,Nader,F,03-06-1997,12-09-2017,maha.nader@gmail.com,28.0,8,"Mansoura, Egypt",Sales Manager,Single,Bachelor,6906.0 GBP
Mohamed Hesham,Mohamed,Hesham,M,1993/03/11,2020/11/14,MHESHAM@GMAIL.COM,32.0,5,"Riyadh, KSA",tEAchER,Single,BS,6950.17 CAD
Asmaa Hany,Asmaa,Hany,F,1975/12/24,2012/10/13,asmaa.hany@gmail.com,50.0,13,"Sydney, Australia",Pharmacist,Unknown,PhD,140945.0 CAD
Rafik Ibrahim,Rafik,Ibrahim,M,2002/01/23,2022/02/06,ribrahim@gmail.com,23.0,4,"Kuwait City, Kuwait",Electrical Engeneer,Single,BS,50599.0 CAD
Ayman Saad,Ayman,Saad,M,11-01-1971,10-02-1993,ayman.saad@gmail.com,54.0,33,"Riyadh, KSA",Lawyer,Unknown,Masters,111292.0 GBP
Noha Nashaat,Noha,Nashaat,F,01/09/1998,10/29/2020,noha.nashaat@gmail.com,27.0,5,"Mansoura, Egypt",Lawyer,Single,Masters,6272.5 EGP
Ibrahim Wael,Ibrahim,Wael,M,03-12-1985,28-08-2021,ibrahim.wael@gmail.com,40.0,4,"Sydney, Australia",Lawyer,Single,Bachelor,63620.0 USD
Fouad Mohamed,Fouad,Mohamed,M,06/26/1986,02/16/2022,fmohamed@gmail.com,39.0,3,"London, UK",Architect,Single,Bachelor,51358.0 CAD
Sahar Eslam,Sahar,Eslam,F,26-11-1986,27-06-2016,sahar.eslam@gmail.com,39.0,9,"Mexico City, Mexico",Lawyer,Married,BS,7866.42 USD
Galal Sami,Galal,Sami,M,1999/03/04,2019/01/13,galal.sami@gmail.com,26.0,7,"Riyadh, KSA",Software Develoeper,Married,Diploma,76024.0 JPY
Hany Ali,Hany,Ali,M,02/22/1966,04/17/2020,hany.ali@gmail.com,,5,"Mansoura, Egypt",Business Analyst,Married,Masters,86369.0 GBP
Sherif Mohamed,Sherif,Mohamed,M,1990/04/10,2023/02/18,sherif.mohamed@gmail.com,35.0,2,"Toronto, Canada",Financial Analyst,Married,High School,4617.83 AUD
Asmaa Amr,Asmaa,Amr,F,03-07-1993,26-02-2015,asmaa.amr@gmail.com,32.0,10,"Muscat, Oman",Data Scientist,Married,M.Sc.,8792.42 GBP
Esraa Yahya,Esraa,Yahya,F,12-08-1984,22-02-2011,eyahya@gmail.com,41.0,14,"Cairo, Egypt",engineer,Married,Bachelor,8383.75 USD
Fatima Khalil,Fatima,Khalil,F,27-10-1976,23-05-2007,fatima.khalil@gmail.com,49.0,18,"Sydney, Australia",Financial Analyst,Single,B.Sc.,112814.0 CAD
Saad Ahmed,Saad,Ahmed,M,25-12-1973,08-10-2002,saad.ahmed@gmail.com,52.0,23,"Mumb@i, Indi@",Civil Engineer,Unknown,B.Sc.,10699.42 EGP
Wafaa Kareem,Wafaa,Kareem,F,06/17/2007,03/13/2025,wafaa.kareem@gmail.com,,0,"Paris, France",Financial Analyst,S,Bachelor,
Hesham Galal,Hesham,Galal,M,1999/01/08,2019/11/29,hgalal@gmail.com,26.0,6,"Riyadh, KSA",DENTIST,Married,Diploma,71576.0 JPY
Samar Medhat,Samar,Medhat,F,05/10/1995,08/25/2023,samar.medhat@gmail.com,30.0,2,"Jeddah, KSA",mEChaNIcal enGiNeER,Married,Masters,5146.67 AUD
Lobna Mostafa,Lobna,Mostafa,F,07/04/1991,09/02/2017,lobna.mostafa@gmail.com,34.0,8,"Amman, Jordan",TEachER,Unknown,High School,6402.25 GBP
Hatem Omar,Hatem,Omar,M,06-02-1983,01-11-2014,hatem.omar@gmail.com,42.0,11,"London, UK",Financial Analyst,Married,PhD,107314.0 USD
Esraa Osama,Esraa,Osama,F,1977/12/05,2006/10/14,esraa.osama@gmail.com,48.0,19,"Cape Town, South Africa",SALES MANAGER,Single,PhD,9698.42 USD
Hossam Hamza,Hossam,Hamza,M,04/26/1993,05/25/2020,hossam.hamza@gmail.com,32.0,5,"Los Angeles, USA",Enginere,Married,PhD,72729.0 JPY
Tamer Mahmoud,Tamer,Mahmoud,M,2006/06/28,2025/07/24,tamer.mahmoud@gmail.com,,0,"New York, USA",Civil Engineer,Married,B.Sc.,
Saad Ahmed,Saad,Ahmed,M,03-12-2002,05-01-2022,saad.ahmed@gmail.com,23.0,4,"Amman, Jordan",Nurse,,Masters,63429.0 USD
